DA_losses,DB_losses,D_losses,G_losses,gA_d_losses_synthetic,gA_losses_reconstructed,gB_d_losses_synthetic,gB_losses_reconstructed,reconstruction_losses
0.013624078,9.63122e-05,0.013720389,"[4.7975574, 0.21689872, 0.064774185, 0.99057686, 0.99025166]",0.21689872,0.99057686,0.064774185,0.99025166,1.9808285
0.018376127,0.00017152764,0.018547654,"[3.6673586, 0.120078705, 0.05183689, 0.9554931, 0.9927097]",0.120078705,0.9554931,0.05183689,0.9927097,1.9482028
0.02748247,0.00023194766,0.027714418,"[3.5886147, 0.113647856, 0.047169447, 0.9914338, 0.98900795]",0.113647856,0.9914338,0.047169447,0.98900795,1.9804418
0.003775994,0.0005015668,0.004277561,"[3.5499432, 0.096477985, 0.060628552, 0.9979127, 0.9809651]",0.096477985,0.9979127,0.060628552,0.9809651,1.9788778
0.007634714,0.0003040625,0.007938776,"[4.8448286, 0.23698314, 0.04955776, 0.99530864, 0.9841109]",0.23698314,0.99530864,0.04955776,0.9841109,1.9794195
0.0023618536,0.0005406019,0.0029024556,"[3.1646664, 0.078270175, 0.04159971, 0.9870075, 0.9789601]",0.078270175,0.9870075,0.04159971,0.9789601,1.9659677
0.00044085167,0.00017397891,0.0006148306,"[3.23442, 0.083140336, 0.04271682, 0.9936108, 0.98223764]",0.083140336,0.9936108,0.04271682,0.98223764,1.9758484
0.0014278718,0.00012739611,0.0015552678,"[3.1313717, 0.068859905, 0.04895954, 0.9650671, 0.9881103]",0.068859905,0.9650671,0.04895954,0.9881103,1.9531775
0.00068846287,0.0004098889,0.0010983518,"[3.5286162, 0.10357657, 0.054194316, 0.9752476, 0.9756596]",0.10357657,0.9752476,0.054194316,0.9756596,1.9509072
0.0006862624,0.00013692722,0.0008231896,"[4.2292404, 0.18309444, 0.042066842, 0.98750377, 0.9901236]",0.18309444,0.98750377,0.042066842,0.9901236,1.9776274
0.0029728082,0.0002872098,0.003260018,"[3.8845768, 0.13964269, 0.05444904, 0.9640186, 0.97964084]",0.13964269,0.9640186,0.05444904,0.97964084,1.9436594
0.002290261,0.0007842935,0.0030745545,"[3.757586, 0.1250554, 0.057741072, 0.9741653, 0.95545584]",0.1250554,0.9741653,0.057741072,0.95545584,1.9296212
0.0013877103,0.0012101734,0.0025978838,"[4.0970125, 0.16173695, 0.05462311, 0.97998524, 0.95342666]",0.16173695,0.97998524,0.05462311,0.95342666,1.9334118
0.008614521,0.00013711868,0.008751639,"[4.087981, 0.15977363, 0.05176725, 0.9785258, 0.99404633]",0.15977363,0.9785258,0.05176725,0.99404633,1.9725721
0.0019209458,0.00018141571,0.0021023615,"[3.4507048, 0.09720707, 0.051039696, 0.97176737, 0.9964697]",0.09720707,0.97176737,0.051039696,0.9964697,1.968237
0.012505041,4.1969222e-05,0.012547011,"[3.6826806, 0.11646524, 0.05498502, 0.9722468, 0.99593115]",0.11646524,0.9722468,0.05498502,0.99593115,1.968178
0.00093226094,0.0006647496,0.0015970105,"[3.7061508, 0.11533178, 0.05619209, 0.9939517, 0.99696046]",0.11533178,0.9939517,0.05619209,0.99696046,1.9909122
0.00019594279,0.00019766888,0.00039361167,"[3.5819037, 0.09250554, 0.066818684, 0.99617976, 0.9924817]",0.09250554,0.99617976,0.066818684,0.9924817,1.9886615
0.0042230105,0.00034014156,0.004563152,"[3.2413044, 0.07179316, 0.055432726, 0.99598175, 0.9730636]",0.07179316,0.99598175,0.055432726,0.9730636,1.9690454
0.005173509,4.034215e-05,0.005213851,"[3.1974535, 0.06676784, 0.054577578, 0.9922292, 0.9917704]",0.06676784,0.9922292,0.054577578,0.9917704,1.9839996
0.00035623705,2.4278623e-05,0.00038051567,"[3.7428725, 0.11570113, 0.06086083, 0.9802711, 0.9969818]",0.11570113,0.9802711,0.06086083,0.9969818,1.977253
0.0005741186,0.00011780516,0.0006919237,"[3.4198296, 0.105077974, 0.039911095, 0.97296566, 0.9969733]",0.105077974,0.97296566,0.039911095,0.9969733,1.969939
0.000562162,0.00024419243,0.00080635445,"[3.1220553, 0.06736256, 0.048197854, 0.97231686, 0.9941342]",0.06736256,0.97231686,0.048197854,0.9941342,1.966451
0.010471524,0.0003256369,0.010797161,"[3.2566087, 0.07614619, 0.055867508, 0.9510714, 0.9854004]",0.07614619,0.9510714,0.055867508,0.9854004,1.9364717
0.007849585,0.00070320826,0.008552793,"[3.6502502, 0.1174492, 0.053838223, 0.9712834, 0.96609265]",0.1174492,0.9712834,0.053838223,0.96609265,1.937376
0.0119502125,0.00017225498,0.012122467,"[3.3116279, 0.09746412, 0.037970364, 0.9675711, 0.9897121]",0.09746412,0.9675711,0.037970364,0.9897121,1.9572833
0.00038656004,4.3119224e-05,0.00042967926,"[4.146914, 0.17038389, 0.04739788, 0.9783071, 0.99078923]",0.17038389,0.9783071,0.04739788,0.99078923,1.9690964
0.0038927416,0.0016938675,0.0055866092,"[2.9812775, 0.060242567, 0.044754874, 0.981108, 0.95019513]",0.060242567,0.981108,0.044754874,0.95019513,1.9313031
0.00078831357,0.0004439772,0.0012322908,"[3.3058972, 0.0912113, 0.043156937, 0.9741572, 0.9880576]",0.0912113,0.9741572,0.043156937,0.9880576,1.9622148
0.0024528005,0.00094349764,0.0033962983,"[3.899092, 0.14712496, 0.049548496, 0.96624047, 0.96611696]",0.14712496,0.96624047,0.049548496,0.96611696,1.9323574
0.0015159119,0.00025304517,0.0017689571,"[4.1103544, 0.1770138, 0.03708775, 0.98987615, 0.9794624]",0.1770138,0.98987615,0.03708775,0.9794624,1.9693385
0.0005251509,0.00046293755,0.0009880884,"[3.5153859, 0.100975335, 0.056158513, 0.9808574, 0.96319]",0.100975335,0.9808574,0.056158513,0.96319,1.9440475
5.1372874e-05,0.00012451946,0.00017589233,"[4.6563106, 0.21417134, 0.052758347, 0.99196416, 0.9950496]",0.21417134,0.99196416,0.052758347,0.9950496,1.9870138
0.0010172765,0.00024165679,0.0012589333,"[3.338131, 0.095831566, 0.042098224, 0.960895, 0.99793804]",0.095831566,0.960895,0.042098224,0.99793804,1.958833
0.00090240093,2.7633127e-05,0.0009300341,"[3.2389646, 0.08168255, 0.046770524, 0.9572494, 0.9971843]",0.08168255,0.9572494,0.046770524,0.9971843,1.9544337
0.00054556504,0.0001234722,0.0006690372,"[3.190525, 0.08285609, 0.039689388, 0.9683747, 0.9966954]",0.08285609,0.9683747,0.039689388,0.9966954,1.9650701
0.003908519,0.000731829,0.0046403483,"[3.0563793, 0.07816783, 0.031626984, 0.96046555, 0.99796563]",0.07816783,0.96046555,0.031626984,0.99796563,1.9584312
0.00071530434,9.8133474e-05,0.0008134378,"[3.1636572, 0.06969129, 0.048926104, 0.9845548, 0.9929284]",0.06969129,0.9845548,0.048926104,0.9929284,1.9774833
0.002235846,4.4686265e-05,0.0022805321,"[3.488739, 0.109295785, 0.04229401, 0.9815032, 0.9913379]",0.109295785,0.9815032,0.04229401,0.9913379,1.972841
0.00034630526,0.00043102482,0.0007773301,"[3.0847416, 0.06932574, 0.045141686, 0.9758439, 0.96422327]",0.06932574,0.9758439,0.045141686,0.96422327,1.9400672
0.012571163,0.00016489663,0.012736059,"[3.2700186, 0.07033921, 0.06274, 0.959484, 0.9797424]",0.07033921,0.959484,0.06274,0.9797424,1.9392264
0.0021867617,5.1307547e-05,0.0022380692,"[3.5072706, 0.08896312, 0.06553387, 0.96712625, 0.99517417]",0.08896312,0.96712625,0.06553387,0.99517417,1.9623004
0.019824252,0.0003922838,0.020216536,"[3.3916903, 0.09725211, 0.051451456, 0.93581295, 0.9688417]",0.09725211,0.93581295,0.051451456,0.9688417,1.9046546
0.0015253575,0.00023854568,0.0017639032,"[3.0131688, 0.05867658, 0.047864053, 0.97579306, 0.9719693]",0.05867658,0.97579306,0.047864053,0.9719693,1.9477624
0.00043700566,0.00029945996,0.0007364656,"[3.3828464, 0.100281835, 0.0412922, 0.98727524, 0.97983086]",0.100281835,0.98727524,0.0412922,0.97983086,1.9671061
0.0009170769,0.00016758533,0.0010846623,"[3.6888046, 0.10807281, 0.06570977, 0.9715849, 0.97939384]",0.10807281,0.9715849,0.06570977,0.97939384,1.9509788
0.00037153647,7.0130285e-05,0.00044166675,"[3.389205, 0.086288325, 0.054623708, 0.98682463, 0.99325997]",0.086288325,0.98682463,0.054623708,0.99325997,1.9800847
0.0020951193,0.0004979121,0.0025930314,"[3.882429, 0.14101382, 0.05321689, 0.97712564, 0.96299624]",0.14101382,0.97712564,0.05321689,0.96299624,1.9401219
0.0021619068,0.00015903571,0.0023209425,"[4.2449093, 0.17649585, 0.051407237, 0.9722624, 0.9936161]",0.17649585,0.9722624,0.051407237,0.9936161,1.9658785
0.008405131,0.00050189404,0.008907026,"[3.562221, 0.10374668, 0.05760352, 0.96106786, 0.9876511]",0.10374668,0.96106786,0.05760352,0.9876511,1.948719
0.00024603552,0.0008158983,0.0010619338,"[4.2052608, 0.17608638, 0.049417716, 0.99453527, 0.95568454]",0.17608638,0.99453527,0.049417716,0.95568454,1.9502199
0.0032418561,0.00033593044,0.0035777865,"[3.541986, 0.11077211, 0.04793073, 0.97283447, 0.98212314]",0.11077211,0.97283447,0.04793073,0.98212314,1.9549576
0.0054294034,0.00016361754,0.005593021,"[3.4617832, 0.10170392, 0.048375633, 0.96899277, 0.9919949]",0.10170392,0.96899277,0.048375633,0.9919949,1.9609877
0.0010174374,5.0844195e-05,0.0010682816,"[3.3308122, 0.072631314, 0.061911296, 0.9932122, 0.99217385]",0.072631314,0.9932122,0.061911296,0.99217385,1.9853861
0.00039163933,0.00014136502,0.00053300435,"[3.1978605, 0.06867736, 0.053420797, 0.98458064, 0.99229836]",0.06867736,0.98458064,0.053420797,0.99229836,1.976879
0.0059217233,0.00043863975,0.006360363,"[3.499884, 0.11303838, 0.044289816, 0.95546454, 0.9711372]",0.11303838,0.95546454,0.044289816,0.9711372,1.9266018
0.0014882002,0.00010191532,0.0015901155,"[3.572868, 0.11889353, 0.04077291, 0.98294616, 0.9932577]",0.11889353,0.98294616,0.04077291,0.9932577,1.9762039
0.0003936872,0.00011656743,0.00051025464,"[3.3209708, 0.09447553, 0.039565105, 0.9866568, 0.9939077]",0.09447553,0.9866568,0.039565105,0.9939077,1.9805645
0.0037338294,0.0001030289,0.0038368583,"[4.2182884, 0.16126573, 0.063649945, 0.9740649, 0.9950667]",0.16126573,0.9740649,0.063649945,0.9950667,1.9691316
0.0003595004,0.00012870217,0.00048820258,"[4.265318, 0.17975652, 0.048979472, 0.9857376, 0.99222046]",0.17975652,0.9857376,0.048979472,0.99222046,1.9779581
0.0020345275,0.00026513077,0.0022996583,"[3.2896652, 0.072771624, 0.062189993, 0.949591, 0.9904579]",0.072771624,0.949591,0.062189993,0.9904579,1.9400489
0.0028303433,0.00013556198,0.0029659052,"[3.82459, 0.13324097, 0.05447692, 0.95813787, 0.98927325]",0.13324097,0.95813787,0.05447692,0.98927325,1.9474111
0.026320212,6.964832e-05,0.02638986,"[4.49491, 0.20618792, 0.056874048, 0.8688173, 0.99547267]",0.20618792,0.8688173,0.056874048,0.99547267,1.86429
0.0332443,0.00019495065,0.033439253,"[3.1610289, 0.060909137, 0.057038773, 0.9936045, 0.9879454]",0.060909137,0.9936045,0.057038773,0.9879454,1.9815499
9.7064425e-05,0.0012569417,0.0013540061,"[4.465147, 0.18903561, 0.062410727, 0.99911255, 0.95157087]",0.18903561,0.99911255,0.062410727,0.95157087,1.9506834
0.0968043,0.0005691366,0.09737343,"[3.2595592, 0.10797841, 0.04621898, 0.72655064, 0.9910345]",0.10797841,0.72655064,0.04621898,0.9910345,1.7175851
0.004635257,3.3713673e-05,0.004668971,"[3.2123585, 0.06579813, 0.057231527, 0.9896948, 0.99236697]",0.06579813,0.9896948,0.057231527,0.99236697,1.9820617
0.00020345101,0.000108564396,0.0003120154,"[3.3907154, 0.08296604, 0.056816366, 0.9977987, 0.9950926]",0.08296604,0.9977987,0.056816366,0.9950926,1.9928913
1.9166338e-05,0.00011084324,0.00013000958,"[3.6873417, 0.12363803, 0.04611625, 0.9975865, 0.9922123]",0.12363803,0.9975865,0.04611625,0.9922123,1.9897988
2.8887305e-05,0.00021065371,0.00023954103,"[3.5420632, 0.112694986, 0.04296234, 0.9946247, 0.99086535]",0.112694986,0.9946247,0.04296234,0.99086535,1.9854901
1.4895775e-05,0.00075564365,0.0007705394,"[4.1824827, 0.16843408, 0.05093396, 0.9962777, 0.9925244]",0.16843408,0.9962777,0.05093396,0.9925244,1.9888021
6.731444e-05,0.00021420141,0.00028151585,"[3.2830439, 0.0710162, 0.05949826, 0.9960453, 0.9818539]",0.0710162,0.9960453,0.05949826,0.9818539,1.9778992
1.3011469e-05,7.5608994e-05,8.8620465e-05,"[3.3348236, 0.09228695, 0.04194663, 0.9986743, 0.9938136]",0.09228695,0.9986743,0.04194663,0.9938136,1.9924879
2.5867012e-05,0.00024878746,0.00027465448,"[3.2246974, 0.08929745, 0.03444742, 0.998203, 0.9890456]",0.08929745,0.998203,0.03444742,0.9890456,1.9872487
1.4436424e-05,4.743019e-05,6.186661e-05,"[3.2763038, 0.07175731, 0.056856085, 0.9982792, 0.99189043]",0.07175731,0.9982792,0.056856085,0.99189043,1.9901696
0.0002897935,5.856552e-05,0.00034835903,"[3.0795946, 0.059734423, 0.049182456, 0.99746, 0.99296564]",0.059734423,0.99746,0.049182456,0.99296564,1.9904256
5.154445e-06,4.4248183e-05,4.9402628e-05,"[3.6778407, 0.11645162, 0.052275285, 0.9984704, 0.9921011]",0.11645162,0.9984704,0.052275285,0.9921011,1.9905715
1.1814285e-05,4.97198e-05,6.153408e-05,"[3.4181342, 0.10100999, 0.041656245, 0.9981564, 0.9933155]",0.10100999,0.9981564,0.041656245,0.9933155,1.991472
6.0213506e-06,0.00011987223,0.00012589358,"[3.1443624, 0.062306464, 0.05305214, 0.99816763, 0.9926089]",0.062306464,0.99816763,0.05305214,0.9926089,1.9907765
9.855615e-06,2.476102e-05,3.4616634e-05,"[3.4459329, 0.07646904, 0.06878445, 0.99876976, 0.9946283]",0.07646904,0.99876976,0.06878445,0.9946283,1.9933981
2.6088792e-05,5.137029e-05,7.745908e-05,"[3.6714916, 0.11200503, 0.056477886, 0.9966227, 0.99003977]",0.11200503,0.9966227,0.056477886,0.99003977,1.9866624
0.0001784106,2.8543389e-05,0.00020695399,"[3.0143878, 0.054430425, 0.048113648, 0.995878, 0.99306923]",0.054430425,0.995878,0.048113648,0.99306923,1.9889472
0.0005916803,2.8018527e-05,0.00061969884,"[3.6885228, 0.10248325, 0.06723699, 0.998011, 0.99330956]",0.10248325,0.998011,0.06723699,0.99330956,1.9913206
2.8741018e-05,8.7103166e-05,0.00011584419,"[3.260351, 0.09116697, 0.036105152, 0.9947537, 0.9928758]",0.09116697,0.9947537,0.036105152,0.9928758,1.9876295
1.1549864e-05,5.658393e-05,6.813379e-05,"[3.5721025, 0.10532081, 0.053145748, 0.996976, 0.9904608]",0.10532081,0.996976,0.053145748,0.9904608,1.9874368
5.1545692e-05,9.743284e-05,0.00014897854,"[3.2811422, 0.0769161, 0.052415837, 0.99262834, 0.99519444]",0.0769161,0.99262834,0.052415837,0.99519444,1.9878228
2.0234253e-05,9.1201466e-05,0.000111435715,"[3.723823, 0.10016831, 0.073007844, 0.99677056, 0.99529105]",0.10016831,0.99677056,0.073007844,0.99529105,1.9920616
3.963175e-05,6.0757364e-05,0.00010038911,"[3.1263785, 0.061756235, 0.05263595, 0.99485373, 0.98760307]",0.061756235,0.99485373,0.05263595,0.98760307,1.9824568
2.592073e-05,9.399318e-05,0.00011991391,"[3.1123314, 0.06312365, 0.04966326, 0.99557716, 0.98888505]",0.06312365,0.99557716,0.04966326,0.98888505,1.9844623
1.9484984e-05,2.08237e-05,4.030868e-05,"[4.1777554, 0.14951645, 0.06909826, 0.9962156, 0.99539304]",0.14951645,0.9962156,0.06909826,0.99539304,1.9916086
1.8658759e-05,6.135172e-05,8.0010475e-05,"[3.1147838, 0.06258432, 0.050004724, 0.9962644, 0.9926289]",0.06258432,0.9962644,0.050004724,0.9926289,1.9888933
0.00024040416,2.1707952e-05,0.00026211212,"[3.8515017, 0.1402147, 0.04685755, 0.98501235, 0.9957668]",0.1402147,0.98501235,0.04685755,0.9957668,1.9807792
0.0001312638,4.962359e-05,0.0001808874,"[3.6082726, 0.11775736, 0.0447271, 0.98753077, 0.99589735]",0.11775736,0.98753077,0.0447271,0.99589735,1.9834281
0.0034642052,0.00020422145,0.0036684265,"[3.7407234, 0.13084339, 0.046967845, 0.9816378, 0.9809733]",0.13084339,0.9816378,0.046967845,0.9809733,1.9626111
0.0006186649,0.0001262218,0.0007448867,"[3.7363791, 0.122434825, 0.054963455, 0.9768996, 0.98549676]",0.122434825,0.9768996,0.054963455,0.98549676,1.9623964
0.0145423,2.6816197e-05,0.014569117,"[4.236233, 0.18427713, 0.040730476, 0.99353933, 0.99261796]",0.18427713,0.99353933,0.040730476,0.99261796,1.9861573
0.0065030325,0.00012279282,0.0066258255,"[3.6463456, 0.1254128, 0.042782962, 0.9791883, 0.9851994]",0.1254128,0.9791883,0.042782962,0.9851994,1.9643877
0.009921951,0.0007004448,0.010622396,"[3.5384936, 0.11314847, 0.046197247, 0.97012514, 0.97491133]",0.11314847,0.97012514,0.046197247,0.97491133,1.9450364
0.0029806867,2.781166e-05,0.0030084983,"[3.9490364, 0.12549733, 0.072456755, 0.97442365, 0.9950719]",0.12549733,0.97442365,0.072456755,0.9950719,1.9694955
0.043170296,4.5154546e-05,0.04321545,"[3.2533176, 0.08087676, 0.04545376, 0.99918306, 0.9908293]",0.08087676,0.99918306,0.04545376,0.9908293,1.9900124
0.023234311,8.4876345e-05,0.023319189,"[3.9597716, 0.12801713, 0.06900204, 0.9973944, 0.9921857]",0.12801713,0.9973944,0.06900204,0.9921857,1.9895802
0.00010126921,0.00018883112,0.00029010035,"[3.2936735, 0.07341778, 0.057662606, 0.9943043, 0.9885653]",0.07341778,0.9943043,0.057662606,0.9885653,1.9828696
0.00010953485,0.00026879105,0.0003783259,"[3.029911, 0.055857044, 0.04843368, 0.99350184, 0.9935018]",0.055857044,0.99350184,0.04843368,0.9935018,1.9870036
0.0062586428,0.00023725204,0.006495895,"[3.5740063, 0.12785633, 0.033526473, 0.97346866, 0.98670983]",0.12785633,0.97346866,0.033526473,0.98670983,1.9601785
0.0010339657,0.00010297026,0.001136936,"[3.819646, 0.14089572, 0.04473256, 0.9724988, 0.9908644]",0.14089572,0.9724988,0.04473256,0.9908644,1.9633632
4.8827133e-05,0.00041153238,0.0004603595,"[4.937604, 0.23638856, 0.061159056, 0.99371433, 0.96841335]",0.23638856,0.99371433,0.061159056,0.96841335,1.9621277
0.0051787,0.0005005234,0.0056792237,"[4.3521614, 0.21269655, 0.027952328, 0.96929145, 0.9763809]",0.21269655,0.96929145,0.027952328,0.9763809,1.9456723
0.0038272818,0.00011242915,0.003939711,"[3.7623663, 0.12743656, 0.053283174, 0.97230774, 0.9828613]",0.12743656,0.97230774,0.053283174,0.9828613,1.955169
0.006464774,0.000113784765,0.0065785586,"[3.7165375, 0.121887624, 0.054307774, 0.96248096, 0.99210274]",0.121887624,0.96248096,0.054307774,0.99210274,1.9545836
0.0002877389,3.8374958e-05,0.00032611383,"[4.4498787, 0.20289086, 0.04335611, 0.995545, 0.99186444]",0.20289086,0.995545,0.04335611,0.99186444,1.9874095
0.0001984533,8.646447e-05,0.00028491777,"[3.3495283, 0.09714835, 0.039350267, 0.9954088, 0.98913336]",0.09714835,0.9954088,0.039350267,0.98913336,1.9845421
0.000291913,0.00010641727,0.00039833027,"[3.2618494, 0.0883468, 0.04134116, 0.9823545, 0.9826151]",0.0883468,0.9823545,0.04134116,0.9826151,1.9649696
0.0115487,0.00015882937,0.011707529,"[3.0894501, 0.06392499, 0.049722295, 0.9672266, 0.9857506]",0.06392499,0.9672266,0.049722295,0.9857506,1.9529772
0.0005222814,0.00023389819,0.00075617956,"[3.3360658, 0.0946716, 0.045163453, 0.96552306, 0.972192]",0.0946716,0.96552306,0.045163453,0.972192,1.937715
0.0014044951,5.1167324e-05,0.0014556624,"[3.3747923, 0.10364943, 0.038201395, 0.96315914, 0.99312496]",0.10364943,0.96315914,0.038201395,0.99312496,1.956284
0.001270126,0.00038105523,0.0016511811,"[3.4794486, 0.10925325, 0.046698555, 0.9513425, 0.96858805]",0.10925325,0.9513425,0.046698555,0.96858805,1.9199306
0.022067206,8.0251324e-05,0.022147458,"[3.512064, 0.11514184, 0.0375234, 0.99267083, 0.9927406]",0.11514184,0.99267083,0.0375234,0.9927406,1.9854114
0.0003798587,0.0001752141,0.0005550728,"[3.1320078, 0.080507845, 0.03456548, 0.9954858, 0.9857888]",0.080507845,0.9954858,0.03456548,0.9857888,1.9812746
0.0041149394,0.00013331142,0.0042482507,"[3.507196, 0.10606977, 0.047471028, 0.99293095, 0.9788571]",0.10606977,0.99293095,0.047471028,0.9788571,1.971788
0.00063113414,0.00015374772,0.0007848819,"[3.1432617, 0.06507191, 0.051353756, 0.99756235, 0.98144275]",0.06507191,0.99756235,0.051353756,0.98144275,1.9790051
0.010676998,0.00049517094,0.011172169,"[3.154238, 0.08561331, 0.032323074, 0.9853158, 0.9895585]",0.08561331,0.9853158,0.032323074,0.9895585,1.9748743
0.000904489,0.00043441256,0.0013389016,"[3.3611588, 0.09216824, 0.05116808, 0.9579567, 0.96983904]",0.09216824,0.9579567,0.05116808,0.96983904,1.9277956
0.0009867752,0.00038089312,0.0013676683,"[3.8139307, 0.14157905, 0.046366364, 0.96033704, 0.97413945]",0.14157905,0.96033704,0.046366364,0.97413945,1.9344765
0.0051170797,0.000501193,0.005618273,"[3.2474973, 0.10101146, 0.02834703, 0.97519886, 0.9787132]",0.10101146,0.97519886,0.02834703,0.9787132,1.953912
0.0003517528,0.0028899906,0.0032417434,"[3.5375423, 0.11102869, 0.04772708, 0.9844771, 0.9655074]",0.11102869,0.9844771,0.04772708,0.9655074,1.9499846
0.0002394696,7.115208e-05,0.0003106217,"[3.4019358, 0.09130625, 0.05021851, 0.98953855, 0.9971497]",0.09130625,0.98953855,0.05021851,0.9971497,1.9866883
0.0002500971,0.0030140767,0.0032641739,"[3.3836565, 0.09181639, 0.05087748, 0.98729527, 0.96942246]",0.09181639,0.98729527,0.05087748,0.96942246,1.9567177
0.0032821135,2.5871339e-05,0.003307985,"[3.1588387, 0.07338065, 0.045002624, 0.98125255, 0.99375355]",0.07338065,0.98125255,0.045002624,0.99375355,1.9750061
7.207162e-05,3.5611873e-05,0.00010768349,"[3.8095841, 0.12820551, 0.054408062, 0.9906126, 0.992836]",0.12820551,0.9906126,0.054408062,0.992836,1.9834486
0.0007699058,0.00020407164,0.00097397744,"[3.264701, 0.089528196, 0.04296084, 0.96412176, 0.97568876]",0.089528196,0.96412176,0.04296084,0.97568876,1.9398105
0.0002528491,0.00021508784,0.00046793694,"[3.5927012, 0.11840358, 0.044062104, 0.9885934, 0.9794509]",0.11840358,0.9885934,0.044062104,0.9794509,1.9680443
0.0001120986,0.00024515376,0.00035725237,"[3.0988045, 0.059909936, 0.053860623, 0.98623395, 0.9748651]",0.059909936,0.98623395,0.053860623,0.9748651,1.961099
0.00077150733,2.5795567e-05,0.00079730287,"[3.0498924, 0.070069976, 0.03944416, 0.9598401, 0.99491084]",0.070069976,0.9598401,0.03944416,0.99491084,1.954751
0.0038745475,4.5036555e-05,0.003919584,"[3.3830805, 0.09233447, 0.050381232, 0.96239996, 0.9935237]",0.09233447,0.96239996,0.050381232,0.9935237,1.9559237
0.007675671,9.305882e-05,0.0077687297,"[3.0326574, 0.055930126, 0.050888043, 0.97782546, 0.9866502]",0.055930126,0.97782546,0.050888043,0.9866502,1.9644756
0.00061038445,3.3366403e-05,0.0006437508,"[3.028243, 0.052493453, 0.05363481, 0.9746377, 0.9923227]",0.052493453,0.9746377,0.05363481,0.9923227,1.9669604
0.019356603,0.00013214508,0.019488748,"[3.1286778, 0.07318543, 0.04742979, 0.9371396, 0.985386]",0.07318543,0.9371396,0.04742979,0.985386,1.9225256
0.060345892,0.0001044486,0.06045034,"[3.5812685, 0.11723846, 0.042136837, 0.9930286, 0.9944871]",0.11723846,0.9930286,0.042136837,0.9944871,1.9875157
0.0002473127,0.0011209451,0.0013682578,"[3.5177379, 0.106245615, 0.049897257, 0.9939174, 0.96239173]",0.106245615,0.9939174,0.049897257,0.96239173,1.9563091
0.060570136,0.001112312,0.061682448,"[3.2209978, 0.09940561, 0.040075123, 0.8684765, 0.957714]",0.09940561,0.8684765,0.040075123,0.957714,1.8261905
0.06729926,0.00012175659,0.06742102,"[3.1429234, 0.075635925, 0.039931435, 0.9904065, 0.9968433]",0.075635925,0.9904065,0.039931435,0.9968433,1.9872499
0.15943901,1.7144677e-05,0.15945616,"[3.3454573, 0.091678716, 0.048770335, 0.9427279, 0.99823886]",0.091678716,0.9427279,0.048770335,0.99823886,1.9409668
0.14630447,0.0014280665,0.14773254,"[4.343121, 0.20642598, 0.028223604, 0.9986641, 0.99796116]",0.20642598,0.9986641,0.028223604,0.99796116,1.9966252
0.28265616,7.242571e-06,0.2826634,"[3.1895738, 0.07249313, 0.04710893, 0.9953389, 0.9982142]",0.07249313,0.9953389,0.04710893,0.9982142,1.9935532
0.04158999,4.8974e-05,0.041638963,"[3.2545087, 0.07533909, 0.052941352, 0.973474, 0.9982305]",0.07533909,0.973474,0.052941352,0.9982305,1.9717045
0.08976872,6.835987e-05,0.08983708,"[3.4755125, 0.106655896, 0.042812303, 0.9825986, 0.998232]",0.106655896,0.9825986,0.042812303,0.998232,1.9808307
0.0013697093,1.26322175e-05,0.0013823415,"[3.5827367, 0.10585672, 0.054042965, 0.98579496, 0.9979449]",0.10585672,0.98579496,0.054042965,0.9979449,1.9837399
0.008843248,3.600368e-05,0.008879252,"[3.4065797, 0.098820925, 0.045964777, 0.9694264, 0.9892962]",0.098820925,0.9694264,0.045964777,0.9892962,1.9587226
0.0036515864,3.111652e-05,0.0036827028,"[3.500907, 0.09167156, 0.06290618, 0.95977765, 0.9953517]",0.09167156,0.95977765,0.06290618,0.9953517,1.9551294
0.0012048719,0.00010799125,0.0013128632,"[3.1345313, 0.07547053, 0.04214662, 0.970662, 0.98769784]",0.07547053,0.970662,0.04214662,0.98769784,1.9583598
0.0015777793,0.0016767761,0.0032545554,"[3.379974, 0.10011824, 0.045830574, 0.9651599, 0.95532596]",0.10011824,0.9651599,0.045830574,0.95532596,1.9204859
0.005218249,0.0003319889,0.005550238,"[2.8823292, 0.062371958, 0.029510804, 0.9677705, 0.9957311]",0.062371958,0.9677705,0.029510804,0.9957311,1.9635017
0.0007980608,0.00014697693,0.0009450377,"[3.3141885, 0.08701599, 0.046539534, 0.9860702, 0.9925631]",0.08701599,0.9860702,0.046539534,0.9925631,1.9786334
0.064417824,1.9504703e-05,0.06443733,"[3.80276, 0.13604516, 0.044902217, 0.99640375, 0.99688244]",0.13604516,0.99640375,0.044902217,0.99688244,1.9932861
0.016043555,0.00033935235,0.016382907,"[3.2007473, 0.08489197, 0.039390367, 0.99206996, 0.965854]",0.08489197,0.99206996,0.039390367,0.965854,1.9579239
0.04050412,0.00023220897,0.04073633,"[3.6931481, 0.10933012, 0.0679507, 0.9219629, 0.9983771]",0.10933012,0.9219629,0.0679507,0.9983771,1.9203401
0.104850754,0.00046266516,0.10531342,"[3.5133886, 0.1038385, 0.049370546, 0.9832425, 0.9980557]",0.1038385,0.9832425,0.049370546,0.9980557,1.9812982
0.05452933,1.5418982e-05,0.05454475,"[3.3682709, 0.086179875, 0.058196235, 0.9260093, 0.9985003]",0.086179875,0.9260093,0.058196235,0.9985003,1.9245095
